year,month,day,time,magnitude,injuries,fatalities,loss,crop loss (millions $),latitude,longitude,elat,elon,path length (miles),width (yards)
1950,1,3,11:00:00,3,3,0,6,0,38.77,-90.22,38.83,-90.03,9.5,150
1950,1,3,11:55:00,3,3,0,5,0,39.1,-89.3,39.12,-89.23,3.6,130
1950,1,3,16:00:00,1,1,0,4,0,40.88,-84.58,0,0,0.1,10
1950,1,13,5:25:00,3,1,1,3,0,34.4,-94.37,0,0,0.6,17
1950,1,25,19:30:00,2,5,0,5,0,37.6,-90.68,37.63,-90.65,2.3,300
1950,1,25,21:00:00,2,0,0,5,0,41.17,-87.33,0,0,0.1,100
1950,1,26,18:00:00,2,2,0,0,0,26.88,-98.12,26.88,-98.05,4.7,133
1950,2,11,13:10:00,2,0,0,4,0,29.42,-95.25,29.52,-95.13,9.9,400
1950,2,11,13:50:00,3,12,1,4,0,29.67,-95.05,29.83,-95,12,1000
1950,2,11,21:00:00,2,5,0,5,0,32.35,-95.2,32.42,-95.2,4.6,100
1950,2,11,23:55:00,2,6,0,5,0,32.98,-94.63,33,-94.7,4.5,67
1950,2,12,0:30:00,2,8,1,4,0,33.33,-94.42,33.45,-94.42,8,833
1950,2,12,1:15:00,1,0,0,4,0,32.08,-98.35,32.1,-98.33,2.3,233
1950,2,12,6:10:00,2,0,0,4,0,31.52,-96.55,31.57,-96.55,3.4,100
1950,2,12,11:57:00,1,32,0,5,0,31.8,-94.2,31.88,-94.12,7.7,100
1950,2,12,12:00:00,2,2,3,4,0,34.6,-89.12,0,0,0.1,10
1950,2,12,12:00:00,1,0,0,0,0,34.6,-89.12,0,0,2,10
1950,2,12,12:00:00,3,15,3,5,0,31.8,-94.2,31.8,-94.18,1.9,50
1950,2,12,12:30:00,2,0,0,3,0,34.48,-92.4,0,0,0.1,100
1950,2,12,13:00:00,4,77,18,5,0,31.97,-94,33,-93.3,82.6,100
1950,2,12,13:20:00,2,10,5,5,0,32.2,-93.58,32.97,-93.17,58.4,100
1950,2,12,14:00:00,3,25,5,5,0,31.63,-93.65,32.55,-93.03,74.5,100
1950,2,12,15:00:00,2,0,0,4,0,33.27,-92.95,33.35,-92.95,5.7,100
1950,2,12,23:00:00,1,0,0,4,0,32.6,-91.33,0,0,0.5,33
1950,2,13,1:00:00,1,8,0,3,0,35.35,-89.77,0,0,0.2,10
1950,2,13,2:00:00,2,1,9,4,0,35.75,-89.48,0,0,0.2,10
1950,2,27,10:20:00,2,0,0,4,0,35.55,-97.6,0,0,2,50
1950,3,1,2:30:00,1,0,0,0,0,32.5,-88.85,0,0,0.1,10
1950,3,16,9:15:00,2,0,0,3,0,29.65,-81.22,0,0,1.5,150
1950,3,19,7:30:00,1,2,0,4,0,30.45,-93.45,0,0,2,33
1950,3,19,13:15:00,2,0,0,4,0,30.1,-91,0,0,1,50
1950,3,19,13:15:00,0,0,0,4,0,29.7,-90.1,29.67,-89.8,18.1,27
1950,3,26,19:30:00,2,3,0,4,0,34.12,-93.07,34.32,-92.88,17.4,150
1950,3,26,19:31:00,3,1,0,5,0,36.15,-91.83,36.2,-91.75,5.7,200
1950,3,26,20:30:00,2,7,0,5,0,34.7,-92.35,34.8,-92.22,10.4,600
1950,3,26,21:15:00,3,20,0,5,0,34.98,-91.73,35.08,-91.5,14.9,1760
1950,3,26,23:30:00,2,2,0,0,0,35.1,-91.4,35.15,-91.33,5.4,833
1950,3,27,3:00:00,2,0,0,3,0,34.85,-95.75,0,0,0.1,77
1950,3,27,5:00:00,2,2,1,0,0,33.17,-90.55,0,0,0.1,10
1950,3,27,6:00:00,1,2,0,4,0,32.63,-91.28,32.73,-91.05,15.3,17
1950,3,27,7:30:00,2,0,0,0,0,33.13,-89.57,33.25,-89.42,11.9,10
1950,3,27,7:45:00,2,7,0,5,0,32.28,-90.27,32.98,-89.82,59.3,50
1950,3,27,7:45:00,2,6,0,5,0,32.28,-90.27,32.48,-89.78,31.9,50
1950,3,27,8:30:00,1,0,0,4,0,30.92,-91.13,0,0,0.5,27
1950,3,27,8:45:00,2,0,0,0,0,33.67,-88.78,33.72,-88.73,4.7,10
1950,3,27,11:00:00,1,2,0,4,0,34.73,-88.27,0,0,0.1,10
1950,3,27,15:00:00,1,0,0,3,0,35.68,-85.77,0,0,0.2,10
1950,3,27,16:30:00,2,0,0,3,0,40.57,-88.6,40.6,-88.55,3,50
1950,4,2,15:30:00,3,8,1,3,0,35.75,-91.22,0,0,2.5,10
1950,4,2,18:00:00,2,0,0,4,0,35.82,-97.02,0,0,1,100
1950,4,2,18:00:00,1,0,0,3,0,35.98,-89.92,0,0,0.8,100
1950,4,3,16:15:00,1,0,0,3,0,36.13,-95.83,0,0,1,33
1950,4,18,1:30:00,3,15,0,4,0,30.67,-88.2,30.85,-88.1,14,100
1950,4,18,1:45:00,2,0,0,3,0,30.7,-87.92,0,0,2,150
1950,4,24,7:45:00,1,0,0,4,0,30.1,-90.03,0,0,2,100
1950,4,27,16:00:00,1,0,0,4,0,33.07,-80,0,0,0.7,37
1950,4,28,14:17:00,3,1,1,5,0,34.88,-99.28,35.17,-99.2,20.8,400
1950,4,28,17:00:00,1,0,0,4,0,38.12,-95.85,38.35,-95.63,19.8,10
1950,4,28,18:00:00,4,5,5,5,0,32.42,-99.5,32.42,-99.48,1.3,233
1950,4,28,19:05:00,4,32,5,5,0,35.08,-96.4,35.13,-96.35,4.5,200
1950,4,28,19:30:00,2,0,0,4,0,34.55,-96.2,0,0,0.8,100
1950,4,29,12:00:00,2,0,0,5,0,31.27,-89.83,31.38,-89.7,11.3,100
1950,4,29,15:30:00,1,0,0,4,0,31.9,-98.6,31.73,-98.6,11.5,200
1950,5,1,1:00:00,1,0,0,5,0,31.7,-93.3,0,0,2,100
1950,5,1,5:00:00,1,0,0,4,0,31.73,-91.07,0,0,0.1,10
1950,5,1,9:00:00,1,0,0,4,0,31.55,-91.38,0,0,0.1,10
1950,5,1,10:30:00,1,0,0,5,0,31.95,-92.63,32.05,-92.4,15.4,150
1950,5,1,11:25:00,2,7,0,5,0,31.55,-92.9,31.57,-92.85,3.6,100
1950,5,1,11:30:00,1,2,0,4,0,31.38,-91.73,0,0,1,100
1950,5,1,11:30:00,0,0,0,4,0,31.75,-92.25,0,0,1,100
1950,5,2,2:00:00,1,1,0,5,0,31.67,-92.9,32,-92.5,32.8,150
1950,5,2,3:00:00,2,5,1,5,0,31.55,-91.97,0,0,2,100
1950,5,4,20:00:00,1,0,0,4,0,38.68,-99.32,0,0,0.1,10
1950,5,4,20:30:00,2,13,1,5,0,36.4,-100.8,36.42,-100.77,1.9,50
1950,5,4,21:00:00,1,0,0,1,0,40.95,-95.73,0,0,0.1,10
1950,5,4,21:30:00,2,0,0,4,0,35.25,-99.55,35.32,-99.5,5.6,293
1950,5,4,21:30:00,1,0,0,3,0,35.58,-99.17,0,0,0.1,10
1950,5,4,21:45:00,2,0,0,5,0,36.57,-99.57,0,0,1,100
1950,5,4,23:10:00,4,1,0,5,0,38.03,-99.12,38.45,-98.78,34.3,150
1950,5,5,3:30:00,3,12,0,5,0,39.62,-95.62,39.85,-95.52,17.3,440
1950,5,7,18:30:00,1,0,0,0,0,36.3,-99.8,0,0,0.1,10
1950,5,7,23:00:00,2,3,0,4,0,36.12,-97.83,36.17,-97.78,4.3,10
1950,5,7,23:00:00,1,0,0,3,0,36,-97,0,0,0.1,10
1950,5,8,4:30:00,1,0,0,3,0,43.38,-97.97,0,0,1,10
1950,5,8,13:00:00,1,0,0,3,0,29.13,-81.35,0,0,0.3,30
1950,5,8,18:30:00,2,0,0,5,0,39.35,-98.48,39.47,-98.3,12.6,660
1950,5,8,19:00:00,2,1,0,4,0,39.57,-98.3,39.63,-98.2,6.8,10
1950,5,8,19:20:00,2,0,0,0,0,41.03,-95.27,41.02,-95.22,0.1,200
1950,5,8,19:30:00,2,2,0,4,0,39.23,-98.95,39.23,-98.58,19.6,440
1950,5,8,21:17:00,1,1,0,4,0,39.4,-97.65,0,0,0.1,10
1950,5,8,21:30:00,1,0,0,0,0,39.72,-97.77,0,0,0.1,10
1950,5,8,22:10:00,2,1,0,4,0,40.38,-95.8,40.28,-95.68,8.8,467
1950,5,9,0:01:00,1,0,0,4,0,39.2,-96.58,0,0,0.1,10
1950,5,9,20:20:00,1,0,0,4,0,34.77,-96.83,0,0,0.8,200
1950,5,10,13:00:00,2,0,0,1,0,41.18,-110.42,0,0,2,33
1950,5,11,18:30:00,1,0,0,2,0,36.82,-100.52,0,0,0.5,77
1950,5,12,14:00:00,1,0,0,4,0,35.75,-77.42,0,0,2,10
1950,5,12,17:00:00,1,0,0,0,0,35.73,-78.4,0,0,1,200
1950,5,12,17:00:00,0,0,0,0,0,35.73,-78.4,0,0,1,200
1950,5,13,11:30:00,1,0,0,4,0,31.15,-91.95,0,0,2,27
1950,5,14,16:00:00,1,0,0,3,0,29.53,-95.45,0,0,1,100
1950,5,14,17:00:00,1,0,0,3,0,35.3,-79.8,35.33,-79.75,3.8,50
1950,5,14,17:30:00,2,5,0,0,0,35,-80.68,0,0,2,10
1950,5,15,0:01:00,2,0,0,4,0,29.78,-98.83,29.67,-98.57,18,10
1950,5,15,11:00:00,1,0,0,4,0,28.58,-81.37,0,0,0.1,10
1950,5,15,11:00:00,2,0,0,4,0,28.5,-81.37,0,0,0.1,10
1950,5,16,18:00:00,2,0,0,3,0,37.55,-98.42,0,0,0.2,200
1950,5,16,19:30:00,1,1,0,3,0,35.82,-99.12,35.87,-99,7.3,100
1950,5,18,15:15:00,1,0,0,4,0,40.22,-100.63,0,0,0.7,333
1950,5,18,19:00:00,3,2,0,5,0,38.12,-96.82,38.33,-96.82,14.9,100
1950,5,18,19:00:00,0,0,0,3,0,39.85,-98.3,0,0,0.1,10
1950,5,19,1:30:00,0,0,0,3,0,37.82,-96.85,0,0,0.1,10
1950,5,22,12:39:00,1,0,0,0,0,35.67,-99.23,0,0,1.5,100
1950,5,23,18:00:00,0,0,0,4,0,39.75,-99.32,0,0,0.2,250
1950,5,24,13:30:00,2,1,0,3,0,37.27,-99.48,37.28,-99.42,3.6,77
1950,5,24,17:30:00,1,0,0,4,0,39.38,-96.97,39.45,-96.78,10.7,40
1950,5,24,21:30:00,2,2,0,4,0,36.45,-99.03,0,0,1,33
1950,5,25,16:30:00,1,0,0,3,0,32.67,-101.88,32.65,-101.85,3,880
1950,5,29,14:48:00,1,0,0,2,0,36.38,-95.27,0,0,1,33
1950,5,29,17:00:00,1,0,0,0,0,33.35,-96.92,33.3,-96.92,3.4,267
1950,5,29,23:00:00,1,13,0,4,0,32.1,-93.9,0,0,1,27
1950,5,29,23:00:00,1,0,0,4,0,31.67,-93.7,0,0,1,27
1950,5,30,14:00:00,1,0,0,3,0,34.75,-84.92,0,0,0.5,10
1950,5,31,15:30:00,1,0,0,3,0,35.42,-77.25,0,0,0.1,10
1950,6,3,1:00:00,3,1,2,0,0,33.08,-89.58,0,0,2,50
1950,6,4,6:00:00,0,0,0,3,0,33.68,-84.93,0,0,2,200
1950,6,4,8:00:00,1,1,0,4,0,33.85,-84.25,33.85,-84.2,3.3,10
1950,6,5,15:55:00,3,6,0,5,0,30.18,-96.4,30.02,-96.05,23.9,67
1950,6,5,16:00:00,1,2,0,6,0,29.9,-96.4,29.72,-96.07,23.7,10
1950,6,7,15:30:00,1,0,0,1,0,43.08,-104.5,0,0,0.2,10
1950,6,7,17:30:00,1,0,0,3,0,33.03,-84.15,0,0,2,300
1950,6,8,20:10:00,4,5,1,5,0,38.33,-97.93,38.33,-97.6,17.1,700
1950,6,9,13:00:00,1,0,0,3,0,38,-92.22,38.02,-92.17,2.7,220
1950,6,9,18:25:00,1,0,0,3,0,36.8,-97.25,0,0,0.1,100
1950,6,13,3:00:00,1,0,0,4,0,41.95,-89.77,0,0,0.1,10
1950,6,13,11:05:00,3,0,0,5,0,46.8,-97.92,0,0,2,10
1950,6,13,17:30:00,2,101,0,4,0,42.6,-97.88,42.65,-97.82,4.1,10
1950,6,14,16:00:00,1,0,0,1,0,44.13,-104.18,0,0,0.2,10
1950,6,14,17:00:00,3,0,0,4,0,48.92,-103.77,48.78,-103.28,23.7,10
1950,6,15,1:00:00,1,0,0,3,0,39.7,-92.07,0,0,0.2,100
1950,6,15,16:42:00,2,4,0,3,0,46.58,-96.33,46.52,-96.33,4.6,67
1950,6,15,20:00:00,3,5,0,0,0,41.98,-93.6,41.97,-93.48,5.6,300
1950,6,16,15:30:00,1,0,0,4,0,38.28,-101.28,38.7,-101.13,29.9,10
1950,6,19,20:40:00,0,0,0,0,0,36.08,-102.53,36.08,-102.25,15.8,167
1950,6,22,21:00:00,0,0,0,0,0,40.18,-98.03,40.2,-97.98,1.9,10
1950,6,25,18:45:00,0,0,0,3,0,37.77,-97.47,0,0,0.1,10
1950,6,25,19:20:00,1,0,0,4,0,45.42,-91,0,0,0.5,10
1950,6,25,20:30:00,2,0,0,5,0,45.57,-90.3,45.57,-90.12,8.4,10
1950,6,25,21:00:00,2,0,1,4,0,44.83,-90.35,44.97,-90.28,7.8,17
1950,6,25,21:00:00,4,12,2,5,0,45.58,-89.58,45.67,-89.33,13.1,880
1950,6,25,21:00:00,0,0,0,3,0,39.5,-99.62,0,0,0.1,10
1950,6,25,23:30:00,3,0,0,5,0,43.95,-88.95,43.97,-88.93,0.1,300
1950,7,1,12:00:00,2,0,0,4,0,38.7,-97.08,0,0,0.1,10
1950,7,1,12:00:00,1,1,0,4,0,39.3,-96.92,0,0,0.1,10
1950,7,1,20:00:00,2,0,0,0,0,42.45,-91.92,0,0,14,10
1950,7,2,19:00:00,2,0,0,6,0,38.47,-100.88,0,0,1,90
1950,7,3,18:20:00,0,0,0,0,0,41.65,-86.3,0,0,0.1,10
1950,7,5,18:00:00,2,2,0,4,0,40.58,-75.7,40.65,-75.47,12.9,10
1950,7,5,18:30:00,2,0,0,3,0,40.6,-76.75,0,0,0.1,13
1950,7,8,22:45:00,1,0,0,4,0,39.82,-96.8,0,0,1,90
1950,7,11,17:00:00,1,0,0,2,0,35.28,-103.52,35.33,-103.48,3.8,500
1950,7,12,16:00:00,2,0,0,3,0,41.57,-72.57,0,0,10,10
1950,7,14,6:30:00,2,3,0,5,0,41.27,-73.5,0,0,5,100
1950,7,15,17:30:00,4,33,0,6,0,41.8,-96.6,41.73,-96.42,10,440
1950,7,16,22:15:00,1,0,0,4,0,41.08,-88.43,0,0,1,33
1950,7,18,16:30:00,1,0,0,0,0,37.68,-95.52,0,0,0.1,10
1950,7,19,14:30:00,1,0,0,4,0,40.22,-87.15,40.18,-87.07,4.3,200
1950,7,19,15:15:00,2,0,0,0,0,40.8,-84.62,40.82,-84.58,0.1,200
1950,7,19,15:15:00,3,30,0,6,0,40.72,-84.08,40.83,-83.97,9.7,300
1950,7,19,16:00:00,1,0,0,2,0,38.42,-92.77,0,0,1.5,440
1950,7,19,17:45:00,2,0,0,0,0,41.07,-85.08,41.08,-85.08,1.1,100
1950,7,22,15:07:00,0,0,0,0,0,40.52,-104.57,0,0,0.1,10
1950,7,24,14:40:00,0,0,0,3,0,41.63,-79.68,0,0,0.1,10
1950,7,26,15:30:00,1,0,0,0,0,35.53,-77.4,0,0,0.1,10
1950,7,27,16:20:00,1,0,0,3,0,35.4,-80.57,0,0,0.1,10
1950,8,2,12:30:00,1,0,0,4,0,34.12,-107.23,34.02,-107.3,7.9,100
1950,8,5,17:30:00,2,1,0,4,0,40.73,-102.55,40.68,-102.47,0.1,10
1950,8,6,15:00:00,1,0,0,4,0,39.93,-101,0,0,0.1,10
1950,8,6,18:00:00,2,0,0,3,0,37.97,-100.77,0,0,0.1,10
1950,8,6,18:30:00,2,0,0,5,0,39.13,-100.63,39.12,-100.47,8.7,10
1950,8,8,1:00:00,1,0,0,2,0,37.13,-93.38,0,0,2,10
1950,8,9,16:55:00,1,0,0,0,0,39.28,-81.38,0,0,5,10
1950,8,11,17:00:00,1,0,0,3,0,39.33,-75.87,0,0,6,10
1950,8,24,3:45:00,2,7,0,4,0,34.4,-91.43,34.43,-91.38,3.6,200
1950,8,28,14:50:00,1,0,0,0,0,37.47,-100.82,37.42,-100.7,7.2,10
1950,8,29,16:00:00,1,0,0,3,0,40.22,-75,0,0,1,10
1950,8,30,16:00:00,1,0,0,4,0,29.73,-84.98,0,0,0.5,50
1950,8,31,0:02:00,0,0,0,3,0,30.8,-85.2,0,0,0.1,10
1950,9,15,17:45:00,2,6,0,5,0,35,-96.25,35.07,-96.17,6.8,100
1950,9,16,1:30:00,0,0,0,2,0,34.83,-95.85,0,0,0.1,10
1950,9,21,17:30:00,1,0,0,3,0,40.72,-96.82,40.72,-96.38,22.5,67
1950,10,1,21:00:00,1,0,0,4,0,36.73,-102.52,36.88,-102.3,15.8,10
1950,10,9,2:15:00,3,3,0,5,0,34.17,-78.6,0,0,2,880
1950,11,4,17:00:00,3,1,0,5,0,40.2,-76.12,40.4,-75.93,15.9,100
1950,11,20,2:20:00,2,0,0,5,0,37.37,-87.2,0,0,0.1,10
1950,11,20,4:00:00,1,0,0,5,0,38.2,-84.5,0,0,0.1,10
1950,11,20,7:30:00,1,3,0,4,0,32.42,-89.13,0,0,2,37
1950,12,2,15:00:00,2,3,1,4,0,38.97,-90.05,39.07,-89.72,18.8,50
1950,12,2,16:00:00,3,25,2,6,0,38.75,-89.67,38.9,-89.38,18,200
1950,12,2,16:25:00,3,0,0,1,0,36.12,-91.83,36.18,-91.72,7.8,10
1950,12,2,17:30:00,1,0,0,4,0,38.17,-89.78,38.22,-89.62,9.6,50
1951,1,6,17:30:00,3,11,0,5,0,31.3,-92.47,31.53,-92.4,16.8,317
1951,1,11,10:25:00,2,0,0,6,0,37.37,-122.12,37.42,-122.03,5.7,10
1951,2,1,13:00:00,1,0,0,3,0,37.37,-78.78,0,0,0.1,50
1951,2,6,15:50:00,1,0,0,4,0,30.5,-92,0,0,0.5,33
1951,2,6,17:00:00,1,0,0,4,0,30.48,-90.42,30.53,-90.37,4.9,33
1951,2,19,18:30:00,2,5,0,4,0,35.27,-98.18,35.83,-97.83,43.9,20
1951,2,19,22:00:00,0,0,0,2,0,35.15,-97.45,0,0,0.1,100
1951,2,20,9:15:00,2,3,0,4,0,34.6,-92.02,35.55,-90.4,112.8,333
1951,2,20,15:00:00,3,1,1,3,0,33.45,-88.87,0,0,0.1,10
1951,2,20,15:00:00,1,0,0,3,0,33.47,-88.48,0,0,0.1,10
1951,2,20,16:00:00,2,2,0,4,0,33.67,-87.7,0,0,0.1,123
1951,2,20,18:00:00,2,0,0,4,0,38.27,-85.05,0,0,0.1,73
1951,3,2,16:00:00,3,0,0,4,0,39.43,-98.55,39.6,-97.87,38.1,10
1951,3,2,20:30:00,0,0,0,2,0,39.83,-95.72,0,0,0.1,10
1951,3,12,17:00:00,2,0,0,4,0,27.1,-82.48,0,0,2,77
1951,3,28,5:10:00,1,0,0,3,0,31.37,-95.6,0,0,0.5,17
1951,3,29,18:30:00,2,2,0,5,0,39.78,-85.77,39.82,-85.72,3,400
1951,3,30,15:00:00,1,0,0,3,0,39.83,-77.23,0,0,0.1,20
1951,4,5,13:20:00,2,0,0,4,0,35.32,-97.55,35.37,-97.47,5.7,127
1951,4,5,13:22:00,2,2,0,5,0,35.23,-97.72,0,0,0.2,100
1951,4,5,16:45:00,2,2,0,3,0,36.53,-98.92,36.57,-98.87,3.6,33
1951,4,20,15:10:00,2,0,0,4,0,33.92,-98.45,0,0,1.5,17
1951,4,20,15:30:00,0,0,0,0,0,37.12,-101.77,0,0,0.1,10
1951,4,21,12:00:00,1,0,0,4,0,32.07,-89.52,0,0,0.1,10
1951,4,21,14:00:00,0,2,0,4,0,31.72,-92.25,0,0,1,33
1951,4,21,14:00:00,0,1,0,4,0,32.33,-92.32,0,0,1,33
1951,4,21,19:25:00,3,16,2,4,0,31.68,-89.25,32.15,-89.12,33.5,10
1951,4,24,17:30:00,0,0,0,0,0,35.78,-99,0,0,0.1,10
1951,4,24,18:03:00,1,0,0,3,0,34.63,-99.6,0,0,2.5,10
1951,4,24,21:00:00,1,0,0,3,0,36.75,-97.4,0,0,0.1,10
1951,4,26,18:10:00,0,0,0,3,0,37.47,-101.52,37.73,-101.1,29.2,10
1951,4,26,18:15:00,1,0,0,3,0,37.17,-101.62,0,0,0.1,10
1951,4,26,19:15:00,0,0,0,0,0,37.07,-100.93,0,0,1,10
1951,4,26,19:15:00,1,0,0,2,0,36.82,-100.53,0,0,0.1,10
1951,4,26,19:30:00,1,0,0,3,0,37.08,-101.77,0,0,0.1,10
1951,4,27,14:20:00,1,2,0,3,0,36.33,-98.2,0,0,0.8,200
1951,4,28,20:55:00,2,5,0,6,0,41,-83.67,41.1,-83.4,15.2,10
1951,4,29,18:15:00,1,2,0,4,0,40.9,-74.6,0,0,0.5,400
1951,4,30,5:30:00,3,0,0,5,0,37.63,-98.75,37.77,-98.58,12.8,440
1951,4,30,9:00:00,1,0,0,3,0,41.08,-98,0,0,0.3,50
1951,4,30,20:30:00,1,0,0,3,0,34.62,-98.08,0,0,0.1,10
1951,4,30,21:30:00,3,0,0,5,0,35.43,-97.58,35.5,-97.48,7.4,200
1951,4,30,21:30:00,2,0,0,4,0,35.5,-97.58,0,0,1.5,200
1951,4,30,23:45:00,0,0,0,3,0,37.1,-96.5,0,0,0.1,10
1951,5,2,19:30:00,1,0,0,2,0,39.03,-95.8,0,0,0.1,10
1951,5,2,20:30:00,1,0,0,2,0,39.4,-95.4,0,0,0.1,10
1951,5,3,13:35:00,2,0,0,5,0,42.7,-84.05,42.73,-84,2.3,150
1951,5,8,18:00:00,1,0,0,2,0,38.38,-101.55,0,0,0.1,10
1951,5,9,7:00:00,1,0,0,2,0,39.3,-95.5,39.33,-95.47,2.3,10
1951,5,9,17:00:00,2,0,0,4,0,33.93,-98.68,33.93,-98.77,4.9,33
1951,5,9,18:30:00,1,0,0,3,0,34.45,-98.32,0,0,0.1,10
1951,5,9,20:20:00,2,1,0,4,0,34,-96.6,34.18,-96.47,14.8,100
1951,5,9,21:00:00,0,0,0,0,0,38.78,-95.55,0,0,0.1,10
1951,5,11,13:30:00,2,1,0,4,0,40.12,-79.12,40.05,-78.98,8,10
1951,5,11,15:00:00,1,0,0,4,0,37.55,-76.73,0,0,0.1,10
1951,5,13,19:00:00,0,0,0,3,0,41.58,-99.93,0,0,0.1,10
1951,5,13,22:00:00,1,0,0,3,0,39.08,-99.5,0,0,0.1,10
1951,5,14,17:30:00,2,0,0,0,0,39.37,-101.37,0,0,0.1,10
1951,5,14,18:00:00,2,0,0,3,0,36.9,-101.9,0,0,0.1,10
1951,5,14,18:00:00,2,0,0,0,0,36.87,-101.9,0,0,0.1,10
1951,5,14,18:30:00,2,0,0,0,0,37,-101.9,0,0,0.1,10
1951,5,14,19:30:00,3,4,0,3,0,39.78,-101.33,0,0,0.1,10
1951,5,15,18:30:00,1,0,0,2,0,34.5,-102.3,0,0,0.1,10
1951,5,16,10:00:00,0,0,0,0,0,35.2,-99.87,0,0,0.1,10
1951,5,17,18:35:00,0,0,0,1,0,39.33,-104.62,0,0,0.1,10
1951,5,18,15:45:00,4,100,2,6,0,33.42,-98.75,0,0,2,200
1951,5,18,17:30:00,1,0,0,3,0,34.78,-98.28,0,0,0.1,10
1951,5,18,17:30:00,1,0,0,3,0,34.78,-98.27,0,0,0.1,10
1951,5,18,17:30:00,1,0,0,3,0,34.78,-98.23,0,0,0.1,10
1951,5,19,19:15:00,1,0,0,3,0,35.33,-99.87,0,0,0.1,10
1951,5,19,19:30:00,2,0,0,3,0,36,-98.95,0,0,2,67
1951,5,19,20:12:00,0,0,0,0,0,35.43,-99.63,0,0,0.1,220
1951,5,20,14:00:00,0,0,0,1,0,40.98,-102.27,0,0,0.1,10
1951,5,20,15:00:00,1,0,0,2,0,40.98,-102.27,41.05,-102.08,10.3,10
1951,5,20,15:00:00,0,0,0,2,0,40.98,-102.27,41.02,-102.15,6.1,10
1951,5,20,19:00:00,3,0,0,5,0,37.9,-101.2,38.02,-101.02,12.8,900
1951,5,20,19:00:00,2,0,0,4,0,37.97,-101.25,0,0,1,10
1951,5,20,19:00:00,3,0,0,2,0,39.78,-101.38,0,0,0.1,10
1951,5,21,1:00:00,2,0,0,2,0,39.03,-96.97,0,0,0.1,10
1951,5,21,19:00:00,1,0,0,3,0,37.53,-101.75,0,0,0.1,10
1951,5,23,4:23:00,1,0,0,4,0,31.83,-81.5,0,0,0.3,300
1951,5,23,15:30:00,2,0,0,4,0,31.3,-83.83,31.27,-83.68,9.2,50
1951,5,24,17:00:00,1,0,1,3,0,33.37,-99.9,0,0,0.5,20
1951,5,25,14:30:00,1,0,0,3,0,39.45,-97.5,0,0,0.1,10
1951,5,25,16:00:00,3,0,1,5,0,39.27,-97.18,39.32,-97.13,4.1,440
1951,5,25,18:00:00,2,0,0,3,0,39.93,-97.43,0,0,0.1,10
1951,5,25,21:00:00,1,0,0,3,0,40.4,-95.17,0,0,0.2,10
1951,5,26,9:30:00,1,0,3,5,0,29.85,-84.68,0,0,0.1,10
1951,5,26,12:30:00,1,0,0,4,0,30.18,-82.63,0,0,0.1,10
1951,5,30,14:34:00,2,7,0,0,0,41.9,-103.5,41.73,-103.18,19.7,10
1951,5,30,18:20:00,1,0,0,0,0,40.47,-101.55,0,0,2,33
1951,5,30,20:00:00,1,0,0,4,0,38.83,-99.27,38.87,-99.32,3,10
1951,5,30,22:50:00,1,0,0,3,0,39.13,-97.05,39.22,-96.93,8.3,10
1951,5,30,22:50:00,0,0,0,3,0,39.28,-97.02,0,0,0.1,10
1951,5,30,22:50:00,1,0,0,3,0,39.35,-96.45,39.4,-96.32,7.7,10
1951,5,30,22:50:00,0,0,0,3,0,39.47,-95.73,0,0,0.1,10
1951,5,30,22:50:00,0,0,0,3,0,39.4,-96.03,0,0,0.1,10
1951,5,30,22:50:00,0,0,0,3,0,39.25,-96.58,0,0,0.1,10
1951,5,30,22:50:00,0,0,0,3,0,39.4,-97.18,0,0,0.1,10
1951,5,31,16:00:00,1,0,0,4,0,35.77,-101.38,0,0,0.5,17
1951,5,31,23:45:00,2,0,0,3,0,39.37,-95.4,39.4,-95.35,3,440
1951,6,1,18:00:00,1,1,0,3,0,42.75,-84.75,0,0,0.5,10
1951,6,1,20:00:00,1,0,0,3,0,39.73,-97.98,39.78,-97.78,11,10
1951,6,1,21:15:00,3,7,0,0,0,42.07,-92.92,0,0,1.5,880
1951,6,5,15:30:00,0,0,0,5,0,33.1,-104.8,0,0,2,10
1951,6,5,18:00:00,2,0,0,3,0,36.53,-101.8,0,0,0.1,10
1951,6,6,13:30:00,2,1,0,4,0,38.73,-103.58,38.77,-103.5,4.7,217
1951,6,6,16:30:00,2,3,0,3,0,37.58,-101.33,0,0,0.1,10
1951,6,6,18:00:00,1,0,0,4,0,38.88,-99.92,38.93,-99.88,3,400
1951,6,6,18:20:00,1,0,0,4,0,35.23,-101.82,0,0,0.1,10
1951,6,6,18:50:00,0,0,0,1,0,35.62,-101.47,0,0,0.1,10
1951,6,6,19:30:00,3,3,0,4,0,37.58,-101.37,37.03,-100.93,44.8,10
1951,6,6,19:30:00,0,0,0,0,0,37.77,-98.57,0,0,0.1,10
1951,6,6,19:30:00,0,0,0,0,0,37.52,-98.82,0,0,0.1,10
1951,6,6,19:30:00,1,0,0,0,0,37.63,-98.9,37.65,-98.73,9,10
1951,6,6,19:30:00,1,0,0,4,0,37.78,-98.87,0,0,0.1,10
1951,6,6,20:00:00,1,0,0,0,0,39.18,-99.03,0,0,0.1,10
1951,6,6,20:06:00,3,12,0,5,0,35.43,-101.18,35.32,-101.07,10.4,100
1951,6,6,20:40:00,0,0,0,3,0,35.55,-100.97,0,0,0.1,10
